Filebench Version 1.5-alpha3
0.000: Allocated 2457MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.003: Pre-allocating directories in logfiles tree
0.006: Pre-allocating files in logfiles tree
0.009: bigfileset populated: 1000 files, avg. dir. width = 20, avg. dir. depth = 2.3, 0 leafdirs, 14.760MB total size
0.009: Removing bigfileset tree (if exists)
0.010: Pre-allocating directories in bigfileset tree
0.035: Pre-allocating files in bigfileset tree
0.426: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.426: Population and pre-allocation of filesets completed
0.426: Starting 1 filereader instances
1.433: Running...
61.438: Run took 60 seconds...
61.478: Per-Operation Breakdown
appendlog            533698ops     8894ops/s  69.4mb/s    0.007ms/op [0.001ms - 56.944ms]
closefile10          533601ops     8893ops/s   0.0mb/s    0.739ms/op [0.045ms - 10.413ms]
readfile10           533602ops     8893ops/s 130.5mb/s    0.003ms/op [0.001ms - 2.150ms]
openfile10           533606ops     8893ops/s   0.0mb/s    0.378ms/op [0.023ms - 59.889ms]
closefile9           533611ops     8893ops/s   0.0mb/s    0.739ms/op [0.044ms - 10.413ms]
readfile9            533611ops     8893ops/s 130.7mb/s    0.003ms/op [0.001ms - 3.800ms]
openfile9            533615ops     8893ops/s   0.0mb/s    0.378ms/op [0.014ms - 59.940ms]
closefile8           533619ops     8893ops/s   0.0mb/s    0.739ms/op [0.026ms - 10.411ms]
readfile8            533619ops     8893ops/s 130.7mb/s    0.003ms/op [0.001ms - 1.615ms]
openfile8            533624ops     8893ops/s   0.0mb/s    0.378ms/op [0.019ms - 59.921ms]
closefile7           533629ops     8893ops/s   0.0mb/s    0.739ms/op [0.026ms - 10.408ms]
readfile7            533629ops     8893ops/s 131.2mb/s    0.003ms/op [0.001ms - 2.676ms]
openfile7            533630ops     8893ops/s   0.0mb/s    0.379ms/op [0.022ms - 59.963ms]
closefile6           533638ops     8893ops/s   0.0mb/s    0.739ms/op [0.037ms - 10.418ms]
readfile6            533638ops     8893ops/s 132.8mb/s    0.003ms/op [0.001ms - 2.346ms]
openfile6            533642ops     8893ops/s   0.0mb/s    0.379ms/op [0.017ms - 60.556ms]
closefile5           533648ops     8894ops/s   0.0mb/s    0.739ms/op [0.037ms - 10.416ms]
readfile5            533648ops     8894ops/s 132.0mb/s    0.003ms/op [0.001ms - 1.619ms]
openfile5            533654ops     8894ops/s   0.0mb/s    0.378ms/op [0.016ms - 57.726ms]
closefile4           533664ops     8894ops/s   0.0mb/s    0.740ms/op [0.029ms - 10.415ms]
readfile4            533664ops     8894ops/s 132.4mb/s    0.003ms/op [0.001ms - 2.901ms]
openfile4            533675ops     8894ops/s   0.0mb/s    0.378ms/op [0.019ms - 58.500ms]
closefile3           533682ops     8894ops/s   0.0mb/s    0.739ms/op [0.024ms - 10.395ms]
readfile3            533682ops     8894ops/s 130.2mb/s    0.003ms/op [0.001ms - 3.250ms]
openfile3            533684ops     8894ops/s   0.0mb/s    0.378ms/op [0.025ms - 59.187ms]
closefile2           533687ops     8894ops/s   0.0mb/s    0.739ms/op [0.027ms - 10.415ms]
readfile2            533687ops     8894ops/s 131.0mb/s    0.003ms/op [0.001ms - 3.197ms]
openfile2            533692ops     8894ops/s   0.0mb/s    0.379ms/op [0.020ms - 58.505ms]
closefile1           533695ops     8894ops/s   0.0mb/s    0.740ms/op [0.028ms - 10.419ms]
readfile1            533695ops     8894ops/s 131.2mb/s    0.003ms/op [0.001ms - 2.593ms]
openfile1            533698ops     8894ops/s   0.0mb/s    0.378ms/op [0.024ms - 60.667ms]
61.478: IO Summary: 16543167 ops 275702.853 ops/s 88936/8894 rd/wr 1382.1mb/s 0.362ms/op
61.478: Shutting down processes
