Filebench Version 1.5-alpha3
0.000: Allocated 2457MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.003: Pre-allocating directories in logfiles tree
0.006: Pre-allocating files in logfiles tree
0.008: bigfileset populated: 1000 files, avg. dir. width = 20, avg. dir. depth = 2.3, 0 leafdirs, 14.760MB total size
0.008: Removing bigfileset tree (if exists)
0.009: Pre-allocating directories in bigfileset tree
0.033: Pre-allocating files in bigfileset tree
0.418: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.418: Population and pre-allocation of filesets completed
0.418: Starting 1 filereader instances
1.424: Running...
61.430: Run took 60 seconds...
61.469: Per-Operation Breakdown
appendlog            525114ops     8751ops/s  68.4mb/s    0.153ms/op [0.001ms - 407.314ms]
closefile10          525025ops     8750ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.004ms]
readfile10           525025ops     8750ops/s 128.6mb/s    0.003ms/op [0.001ms - 3.331ms]
openfile10           525025ops     8750ops/s   0.0mb/s    0.378ms/op [0.009ms - 35.309ms]
closefile9           525041ops     8750ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.003ms]
readfile9            525041ops     8750ops/s 129.0mb/s    0.003ms/op [0.001ms - 2.939ms]
openfile9            525041ops     8750ops/s   0.0mb/s    0.379ms/op [0.009ms - 66.982ms]
closefile8           525046ops     8750ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.006ms]
readfile8            525046ops     8750ops/s 129.8mb/s    0.003ms/op [0.001ms - 2.768ms]
openfile8            525048ops     8750ops/s   0.0mb/s    0.378ms/op [0.009ms - 34.806ms]
closefile7           525058ops     8750ops/s   0.0mb/s    0.742ms/op [0.013ms - 11.003ms]
readfile7            525058ops     8750ops/s 129.7mb/s    0.003ms/op [0.001ms - 2.427ms]
openfile7            525059ops     8750ops/s   0.0mb/s    0.379ms/op [0.008ms - 67.065ms]
closefile6           525065ops     8751ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.005ms]
readfile6            525065ops     8751ops/s 129.7mb/s    0.003ms/op [0.001ms - 2.720ms]
openfile6            525066ops     8751ops/s   0.0mb/s    0.380ms/op [0.009ms - 67.116ms]
closefile5           525072ops     8751ops/s   0.0mb/s    0.742ms/op [0.013ms - 11.001ms]
readfile5            525072ops     8751ops/s 129.2mb/s    0.003ms/op [0.001ms - 1.618ms]
openfile5            525075ops     8751ops/s   0.0mb/s    0.380ms/op [0.009ms - 69.712ms]
closefile4           525084ops     8751ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.002ms]
readfile4            525085ops     8751ops/s 129.3mb/s    0.003ms/op [0.001ms - 4.464ms]
openfile4            525088ops     8751ops/s   0.0mb/s    0.379ms/op [0.009ms - 69.681ms]
closefile3           525094ops     8751ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.004ms]
readfile3            525094ops     8751ops/s 128.4mb/s    0.003ms/op [0.001ms - 3.008ms]
openfile3            525096ops     8751ops/s   0.0mb/s    0.379ms/op [0.009ms - 69.747ms]
closefile2           525106ops     8751ops/s   0.0mb/s    0.742ms/op [0.012ms - 11.005ms]
readfile2            525106ops     8751ops/s 129.2mb/s    0.003ms/op [0.001ms - 2.307ms]
openfile2            525108ops     8751ops/s   0.0mb/s    0.378ms/op [0.009ms - 35.668ms]
closefile1           525112ops     8751ops/s   0.0mb/s    0.741ms/op [0.012ms - 11.002ms]
readfile1            525112ops     8751ops/s 128.7mb/s    0.003ms/op [0.001ms - 2.977ms]
openfile1            525114ops     8751ops/s   0.0mb/s    0.378ms/op [0.008ms - 36.511ms]
61.469: IO Summary: 16277241 ops 271270.807 ops/s 87506/8751 rd/wr 1360.0mb/s 0.368ms/op
61.469: Shutting down processes
