Filebench Version 1.5-alpha3
0.000: Allocated 2457MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.003: Pre-allocating directories in logfiles tree
0.006: Pre-allocating files in logfiles tree
0.008: bigfileset populated: 1000 files, avg. dir. width = 20, avg. dir. depth = 2.3, 0 leafdirs, 14.760MB total size
0.008: Removing bigfileset tree (if exists)
0.010: Pre-allocating directories in bigfileset tree
0.034: Pre-allocating files in bigfileset tree
0.422: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.423: Population and pre-allocation of filesets completed
0.423: Starting 1 filereader instances
1.429: Running...
61.435: Run took 60 seconds...
61.474: Per-Operation Breakdown
appendlog            529633ops     8827ops/s  69.0mb/s    0.079ms/op [0.001ms - 405.293ms]
closefile10          529536ops     8825ops/s   0.0mb/s    0.740ms/op [0.028ms - 11.516ms]
readfile10           529536ops     8825ops/s 131.0mb/s    0.003ms/op [0.001ms - 2.751ms]
openfile10           529536ops     8825ops/s   0.0mb/s    0.378ms/op [0.017ms - 31.123ms]
closefile9           529541ops     8825ops/s   0.0mb/s    0.740ms/op [0.022ms - 11.518ms]
readfile9            529541ops     8825ops/s 129.7mb/s    0.003ms/op [0.000ms - 2.798ms]
openfile9            529543ops     8825ops/s   0.0mb/s    0.379ms/op [0.016ms - 29.378ms]
closefile8           529549ops     8825ops/s   0.0mb/s    0.741ms/op [0.019ms - 11.517ms]
readfile8            529549ops     8825ops/s 129.2mb/s    0.003ms/op [0.001ms - 2.718ms]
openfile8            529555ops     8825ops/s   0.0mb/s    0.380ms/op [0.012ms - 31.095ms]
closefile7           529564ops     8826ops/s   0.0mb/s    0.742ms/op [0.022ms - 11.539ms]
readfile7            529564ops     8826ops/s 129.8mb/s    0.003ms/op [0.001ms - 2.221ms]
openfile7            529567ops     8826ops/s   0.0mb/s    0.379ms/op [0.016ms - 31.173ms]
closefile6           529574ops     8826ops/s   0.0mb/s    0.741ms/op [0.030ms - 11.516ms]
readfile6            529574ops     8826ops/s 131.4mb/s    0.003ms/op [0.001ms - 1.793ms]
openfile6            529578ops     8826ops/s   0.0mb/s    0.379ms/op [0.015ms - 58.438ms]
closefile5           529584ops     8826ops/s   0.0mb/s    0.741ms/op [0.026ms - 11.514ms]
readfile5            529584ops     8826ops/s 130.6mb/s    0.003ms/op [0.001ms - 2.004ms]
openfile5            529589ops     8826ops/s   0.0mb/s    0.379ms/op [0.014ms - 21.736ms]
closefile4           529597ops     8826ops/s   0.0mb/s    0.740ms/op [0.016ms - 11.538ms]
readfile4            529598ops     8826ops/s 129.5mb/s    0.003ms/op [0.001ms - 2.817ms]
openfile4            529602ops     8826ops/s   0.0mb/s    0.378ms/op [0.016ms - 20.440ms]
closefile3           529611ops     8826ops/s   0.0mb/s    0.740ms/op [0.020ms - 11.517ms]
readfile3            529611ops     8826ops/s 129.5mb/s    0.003ms/op [0.001ms - 2.215ms]
openfile3            529615ops     8826ops/s   0.0mb/s    0.378ms/op [0.016ms - 32.042ms]
closefile2           529622ops     8827ops/s   0.0mb/s    0.740ms/op [0.029ms - 11.514ms]
readfile2            529622ops     8827ops/s 130.8mb/s    0.003ms/op [0.001ms - 2.381ms]
openfile2            529625ops     8827ops/s   0.0mb/s    0.378ms/op [0.016ms - 30.216ms]
closefile1           529628ops     8827ops/s   0.0mb/s    0.740ms/op [0.023ms - 11.518ms]
readfile1            529628ops     8827ops/s 131.2mb/s    0.003ms/op [0.001ms - 2.660ms]
openfile1            529633ops     8827ops/s   0.0mb/s    0.378ms/op [0.015ms - 65.815ms]
61.474: IO Summary: 16417089 ops 273601.729 ops/s 88258/8827 rd/wr 1371.7mb/s 0.365ms/op
61.474: Shutting down processes
